WKT,nama,deskripsi
"POLYGON ((106.8270293 -6.3086987, 106.8247119 -6.3084001, 106.8246905 -6.306246, 106.822652 -6.3065019, 106.8206564 -6.3065659, 106.820635 -6.3057555, 106.8186823 -6.3052649, 106.8165365 -6.304881, 106.8161503 -6.3057341, 106.8168799 -6.3068432, 106.816558 -6.3077603, 106.8158928 -6.3079949, 106.8156353 -6.3096158, 106.8161288 -6.3106395, 106.8170301 -6.3105755, 106.8171588 -6.3114286, 106.8176309 -6.31145, 106.8176953 -6.3147557, 106.8163863 -6.3149477, 106.8164078 -6.3161207, 106.8180815 -6.316142, 106.8191758 -6.3171871, 106.8234888 -6.3173364, 106.8237034 -6.3176989, 106.8248192 -6.3177629, 106.8257848 -6.311258, 106.8265573 -6.3113647, 106.8270293 -6.3086987))",Taman Wisata Ragunan,
