WKT,nama,deskripsi
"POLYGON ((106.8047913 -6.2246985, 106.808761 -6.2220321, 106.8083319 -6.2213068, 106.8083104 -6.215782, 106.8062934 -6.215718, 106.8064007 -6.2133075, 106.8061432 -6.2127102, 106.7981395 -6.2147367, 106.7983755 -6.2206882, 106.8028387 -6.2228, 106.8047913 -6.2246985))",Gelora Bung Karno,
