WKT,nama,deskripsi
"POLYGON ((106.8509457 -6.232801, 106.850715 -6.2331423, 106.8506614 -6.2333983, 106.8506453 -6.2336116, 106.8507418 -6.2342408, 106.8508974 -6.2345288, 106.8523565 -6.2354247, 106.8526355 -6.2359153, 106.8526891 -6.2363739, 106.8522707 -6.2376324, 106.8516645 -6.2399148, 106.8526999 -6.2421332, 106.8539605 -6.2420318, 106.8531344 -6.2409867, 106.8529895 -6.2403734, 106.8529627 -6.2395575, 106.8529788 -6.2393762, 106.853526 -6.2375311, 106.8536172 -6.2367685, 106.8535313 -6.2357073, 106.853306 -6.2346728, 106.8528501 -6.2347634, 106.8528072 -6.2342568, 106.852614 -6.2334889, 106.8513641 -6.2335263, 106.8512729 -6.2333503, 106.8513266 -6.2330143, 106.8509457 -6.232801))",Eco Park Tebet,
