WKT,nama,deskripsi
"POLYGON ((106.7265325 -6.0862443, 106.6894536 -6.0951203, 106.6863637 -6.1046789, 106.6963201 -6.1104823, 106.6880803 -6.1135546, 106.6853338 -6.1275506, 106.6901403 -6.1333537, 106.6870504 -6.1726084, 106.7131429 -6.1859202, 106.7145162 -6.1944532, 106.7227559 -6.1937705, 106.7224126 -6.2043513, 106.7158895 -6.2244883, 106.7378621 -6.2251709, 106.7471319 -6.2408704, 106.7454152 -6.2483787, 106.7519384 -6.2521328, 106.7502218 -6.2739743, 106.7790609 -6.3173134, 106.8082433 -6.3159484, 106.7921071 -6.3473414, 106.7917638 -6.3637196, 106.8075567 -6.3657669, 106.8157964 -6.3586015, 106.8336492 -6.3579191, 106.8497854 -6.3442705, 106.8700414 -6.3603076, 106.8810277 -6.3712261, 106.9026571 -6.3722498, 106.905747 -6.3623548, 106.9150167 -6.3671317, 106.9235997 -6.3227731, 106.9215398 -6.3002512, 106.9129567 -6.2985449, 106.9081502 -6.272268, 106.9084935 -6.2596409, 106.9431691 -6.2565694, 106.9503789 -6.2214166, 106.9613652 -6.2169797, 106.9723516 -6.1879681, 106.9709783 -6.1415462, 106.9675451 -6.0937548, 106.9191366 -6.0985341, 106.8755346 -6.0944375, 106.8751912 -6.1019479, 106.8628316 -6.1108236, 106.8545919 -6.1091168, 106.8542486 -6.1179924, 106.8432622 -6.1200406, 106.819573 -6.1135546, 106.8099599 -6.1186751, 106.8041234 -6.0937548, 106.7903905 -6.0889754, 106.7886739 -6.1077513, 106.7529683 -6.0944375, 106.7601781 -6.080782, 106.7488485 -6.0725886, 106.7416387 -6.0869271, 106.7327123 -6.0804407, 106.7265325 -6.0862443))",DKI Jakarta,
