WKT,nama,deskripsi
"POLYGON ((106.8833962 -6.2988163, 106.8844584 -6.3025167, 106.8866899 -6.3043922, 106.8877413 -6.3049147, 106.8905952 -6.3054906, 106.8958845 -6.3068449, 106.9058432 -6.3052263, 106.9059827 -6.2996704, 106.8991806 -6.2990839, 106.8924107 -6.2989879, 106.8906512 -6.2964712, 106.8829142 -6.2973134, 106.8833962 -6.2988163))",Taman Mini Indonesia,
