WKT,nama,deskripsi
"POLYGON ((110.832085 -8.2071884, 110.832085 -8.1745656, 110.8169788 -8.1432996, 110.7991261 -8.1623314, 110.7881397 -8.1392213, 110.789513 -8.1106716, 110.7716602 -8.0426882, 110.7551807 -8.0222909, 110.7757801 -7.9706133, 110.7702869 -7.9039667, 110.7936329 -7.854995, 110.7867664 -7.8209834, 110.7689137 -7.8005752, 110.7579273 -7.827786, 110.7483143 -7.8046569, 110.713982 -7.7883297, 110.7016224 -7.8060175, 110.6727833 -7.8005752, 110.6741566 -7.7774446, 110.6563038 -7.8005752, 110.5821461 -7.807378, 110.5876392 -7.7869691, 110.5656666 -7.7788053, 110.5340809 -7.7937722, 110.4942554 -7.758395, 110.4475636 -7.5399432, 110.2778532 -7.689384, 110.2641203 -7.626776, 110.1158048 -7.6512759, 110.1267912 -7.7193236, 110.0746061 -7.8036877, 110.0471403 -7.8526654, 110.0114347 -7.8961964, 110.5470182 -8.1409717, 110.6101896 -8.1518472, 110.7035734 -8.2089385, 110.832085 -8.2071884))",DIY Yogyakarta,
